(Do Not Modify) Account,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Account Name,Main Phone,City,Street 1,Street 2,State/Province,County,Country/Region,Business Type
00d658e7-135a-f111-a825-00224805f705,gXYkq9Aj6vXpIzaPpEa4zQbTOV3aWPUxT0XIhgLqE842sXvR+ZSGeGeFmbKN7P4n7K59BJpvVhRv6pGi2g2Cjw==,2026-08-10 20:49:02,Regional Food Bank of Oklahoma,(223) 9073046,Oklahoma City,3355 S Purdue Avenue,,OK,Oklahoma,United States,Non-Profit
046dd086-125a-f111-a825-7ced8d711c90,youGyqGNwWkVK63YqJErl9wKhkUCteRkPiXZl4kQ9TuqhlF3FWJU0qGZZ2dHdPzyAHsYULcEnCMlVfl2j5R19w==,2026-08-10 20:48:25,Food Bank of Eastern Oklahoma,(143) 8189126,Tulsa,1304 N Kenosha Avenue,,OK,Tulsa,United States,Non-Profit
4ad758e7-135a-f111-a825-00224805f705,7n8uyXpFJ+mx6h3gk7gfeYsNmvLT+IR9rPBaVUaEM9IjgnfT406B0DYwh7oRwWpKe3hvOsLoSzXDmnHDs9N+WA==,2026-08-10 20:49:02,Roadrunner Food Bank,(812) 3150511,Albuquerque,5840 Office Boulevard NE,,NM,Bernalillo,United States,Non-Profit
59093ecc-195a-f111-a826-00224805f122,lo94im7a95RCcsuLVCV3cmjOLPWeglApwP1Chv6TDKZSuvLhm1C34tJS6MAp4kLM2b7ACwDKlTNhlWNsakCaZQ==,2026-08-10 20:47:46,Community Food Bank of Southern Arizona,(592) 6005353,Tucson,3003 S Country Club Road,,AZ,Pima,United States,Non-Profit
cae1e1e1-2361-f111-ab0c-00224805fc48,D/stE+6Tc1nuB84j2e00CqGNCqmGFzFyDixZvyPxpCuiascOJTEtog1AE8ae0QQfvPtTEcTu0WUFv6ZclbU9Vg==,2026-08-10 20:49:02,St. Marys Food Bank,(756) 9364904,Phoenix,2831 N 31st Avenue,,AZ,Maricopa,United States,Non-Profit
42d758e7-135a-f111-a825-00224805f705,VaY+8vLqRn/00EezYB7F2P04IDoPt39Vwy4l5r4aTlY6wxSrYW73TtZRLkLbTtX+X6F4rqaOKs+/b20xP6BHGQ==,2026-08-10 20:49:41,Food Bank of Northern Nevada,(773) 2089800,Sparks,550 Italy Drive,,NV,Washoe,United States,Non-Profit
fc1d1f68-1f6c-f111-ab0f-00224805f8ba,XsBeCmN7bzj/bt7FCINb4p2SYnSNT4I5NIzR9mRXmIP88GM3UUTZJJL676pIYlCnV6xRS9Ofh3J7DhQJrcTZWg==,2026-08-10 20:50:09,Food Bank of the Rockies,(155) 6201931,Denver,10700 E 45th Avenue,,CO,Denver,United States,Non-Profit
70935066-d569-f111-ab0e-00224805f8ba,K/OzROWov7yVL7T8Ax4v9ir5A1gaDDq4qMAazK2yI0iodTI35Dkc0G6dJc30GO6Jv0HjYUJnoEmw2ReS+msMtA==,2026-08-10 20:49:01,Utah Food Bank,(731) 5311769,Salt Lake City,3150 S 900 W,,UT,Salt Lake,United States,Non-Profit
569a61e1-135a-f111-a825-00224805f705,tCegfbhshMkDaYxF34hBS6KzRrVFUujFZX//b7IUmEISqp323K/SPiCO9kLU+O0502OZn0pl3LCKXm8fusPuuA==,2026-08-10 20:49:01,Idaho Foodbank,(100) 4988863,Meridian,3630 E Commercial Court,,ID,Ada,United States,Non-Profit
3fd758e7-135a-f111-a825-00224805f705,3ItowMV78Lht8FkxVuPo9NI+I+c4bbIyBj3UCFEjC/HXJ07UnKTdTH0c6ZzIaG3sxCNmRBelAepmGtEeNr4xoQ==,2026-08-10 20:49:02,Oregon Food Bank,(402) 7283080,Portland,7900 NE 33rd Drive,,OR,Multnomah,United States,Non-Profit
dbdd0b93-4a1b-4848-b83a-39352f6b2e7a,aFkv8JczXdqpU291NALqj68sTAOB8+zIE2mYmAqsqCWHJmmu+aySrhmjJRmLwK3e4va8z11SpEdvax9DXy0uNw==,2026-08-10 20:48:25,Second Harvest Inland Northwest,(645) 2880261,Spokane,1234 E Front Avenue,,WA,Spokane,United States,Non-Profit
e34a47d9-df94-f111-b8dc-000d3a340c29,3Im5ldMlj4reoMQZkL3d2yppKv0W9xG4laMYbbMpMoT9Ist1b/qeSE+IXVkjyGOi4IAgbujGxF/3qf3Um2IWow==,2026-08-10 20:39:10,Food Lifeline,206-211-2131,Seattle,815 S 96th Street,,WA,King,United States,Non-Profit
6d8bf7d6-1a5a-f111-a826-00224805f122,CXRZZQ46nMv44LUtLjMt32wBl0hcTQscsYGnSGUFVW/oYZzysjPbgUnhJrT4H+lIeAponblPEJ7Ix2LmshEWIA==,2026-08-10 20:49:01,Lancaster Valley Egg Farms,(251) 2142751,Lancaster,1750 Mill Creek Road,,PA,Lancaster,United States,Agriculture
68b1bcbb-145a-f111-a825-00224805f705,OMHr1sXRSTtOPdBmCHpiZncWpRtzANGdtaflqnTJ6o4v15Nvc/0hvfjqJCgvkttDzgdpQI6m02syXR4dn2jjYg==,2026-08-10 20:48:25,Keystone Cage-Free Farms,(946) 4775642,Manheim,2400 Doe Run Road,,PA,Lancaster,United States,Agriculture
e3b45d9d-f94e-f111-bec6-00224805f122,UnSnpY6RyTtrTfk3b8PWHPK8YtI43LX9lz/bhz/yl4HprMlej25RaIw1u78mrbYjvsM/lKNNBq373E4mfYUrQw==,2026-08-10 20:50:09,Susquehanna Poultry Cooperative,(136) 9331896,Ephrata,1200 Meadow Valley Road,,PA,Lancaster,United States,Agriculture
a0d558e7-135a-f111-a825-00224805f705,3K1vDCoskkkFJ62d2AdjuUbuBySJ7hEHgiXdZgsXg0aZpedIJ/H74Nut+EnEFwKijQqMrMjuUkp7tKMWvdY9ag==,2026-08-10 20:49:41,Penn Dutch Protein Farms,(954) 6927272,Lititz,615 Newport Road,,PA,Lancaster,United States,Agriculture
1dd658e7-135a-f111-a825-00224805f705,G8VTeb8Y4FuLekZrUfG+Ek61cS8kn01pChCTskLVlCESSZ9YoozUpC8lPMk/A3/Bcu5chCd4j0Dh256AphWL/g==,2026-08-10 20:48:25,Blue Mountain Layer Farms,(832) 1509975,Hamburg,430 Mountain Road,,PA,Berks,United States,Agriculture
d672dc69-145a-f111-a825-00224805f705,iDtDk9N/8oaqyJ5/WlTiSnVIdXisRB/D0Xd2O1tL7ddPTAa3mkDPvlWh2A5oAx14dzaZ3DHWmYvf95yWroHseA==,2026-08-10 20:47:46,Cumberland Valley Egg Producers,(791) 6559178,Carlisle,88 Farm Lane,,PA,Cumberland,United States,Agriculture
87a52514-f35d-f111-a826-00224805f8a7,zrLWG5ih4D+0Dp2W/ZIjTIybxh/h+NzTraRxk0AYdARdcksub2KUFllGwICl8OFKiruj1bKJLd/AlQZYvG3pZw==,2026-08-10 20:49:02,Juniata River Family Farms,(651) 3977622,Mifflintown,375 River Road,,PA,Juniata,United States,Agriculture
616bf4a9-195a-f111-a826-00224805f122,DiSNi8Cg0tYGk5WEu1FJ1DD6R95/XprKnCkxSlVwEJmXBtZ7h8W3z4K8s+Ktt2/kb7czGGvK/2641VjEM7aoWA==,2026-08-10 20:49:01,Lebanon County Poultry Farms,(476) 3580690,Myerstown,802 Farm Crest Drive,,PA,Lebanon,United States,Agriculture
43c7213c-ee94-f111-b8dc-000d3a340c29,5vze3T+r6l0KHaZdZUpiIqYBZtVZP5XtPJL+UfLGJECMa1hb2AjW9tluFKR++KvME4gF4PmkAROmwiahudKKPg==,2026-08-10 20:39:12,York Heritage Farms,,Dover,1048 Canal Road,,PA,York,United States,Agriculture
a4cea450-cb0c-ea11-a813-000d3a1b1223,pSe6SNkyPIs1BoH7fLUZozixUmXRTaeY+d0bWXhddG8iCch5vPf/ePdlAJzykOFdRd/4/GA3dB+EnjEySPjp2Q==,2026-08-10 20:39:30,Mifflin Ridge Egg Co-op,(205) 8384557,Lewistown,250 Ridge Road,,PA,Mifflin,United States,Agriculture
1bcd6f3c-ee94-f111-b8dc-000d3a3408fb,kFMLpyvAHb+3BmV44s5Gy/LKjpQIT1ejYk8xjdWYOpPhl1vIHCp0DvqIXaqa/j/SdOp5MWUiRbseCbChHa6nfw==,2026-08-10 20:39:10,Adams County Layer Farms,,Gettysburg,980 Table Rock Road,,PA,Adams,United States,Agriculture
cbd758e7-135a-f111-a825-00224805f705,Kv75fX6LVAtYE3tMu4VSUp6IV9X/BHRgJ6FkR90mV3NL3GxTcx5QNoLWuLbGOmtlyrPUD5ViextuBPQrzg/Zag==,2026-08-10 20:48:25,Franklin County Protein Farms,(906) 1421369,Chambersburg,760 Orchard Road,,PA,Franklin,United States,Agriculture
e35901bf-195a-f111-a826-00224805f122,izBRok6hJdRf0vZ0LfNIIZh1OD6xBGT9mXolK0jtgvDbyIKCW5Y/I9ryE3OPOjlQlIXn4xizMK8wTewP6kWLeg==,2026-08-10 20:49:41,Nittany Valley Farm Partners,(910) 1247886,Bellefonte,405 Zion Road,,PA,Centre,United States,Agriculture
fc6cd086-125a-f111-a825-7ced8d711c90,m/qcllHUayEcnXFkEMQehZr1xJsk6m4qxnEgw+SdL0zu6v0DKErXYmVVABz4zBeb49oN+JQ0yv5KHpjMJwIFqw==,2026-08-10 20:50:10,Twin Valley Poultry Farms,(467) 3500201,Elverson,1050 Twin Valley Road,,PA,Chester,United States,Agriculture
c20251ed-135a-f111-a825-00224805f705,OEno/kn0xWld5/lnqU2duP1aVERcHETYcZhSNgGQQ5vJW9WAZdjOi7rsWRjiBX7opl4TbWzgwUB5iTfn2WKkdw==,2026-08-10 20:48:25,Allegheny Plateau Farms,(857) 2724119,Altoona,58 Plank Road,,PA,Blair,United States,Agriculture
f46cd086-125a-f111-a825-7ced8d711c90,W3sYtSSn3ETKA7q0Kt/lS/0q0uhHoKX9nJHgEd5uchw6MkRZLg41mLPKw16IfxsvEIVbQ4yigGiYVDSooR9psA==,2026-08-10 20:50:09,Snyder County Egg Producers,(494) 6512933,Selinsgrove,412 Produce Road,,PA,Snyder,United States,Agriculture
fe6cd086-125a-f111-a825-7ced8d711c90,Bb+IWXEFq6TUKQtX4kg4BtuGJTG8SdB0kYKvFBm+dCqAk8g5WwiKP7KuFx9jAEmIy8bRnDvWjWVsX8gGENq73g==,2026-08-10 20:49:02,Northumberland Poultry Cooperative,(999) 3232328,Sunbury,740 Valley Road,,PA,Northumberland,United States,Agriculture
aa1969ee-145a-f111-a825-00224805f705,g5oy874xKz0SxFJK1fY531F+EfXhPr5+wfymuTUbFZJCJMklC+ojXNfYAO+LpGgt0zMBF4KlzJFyvlLAAHPhQQ==,2026-08-10 20:49:40,Happy Valley Cage-Free Farms,(260) 4280444,State College,1800 Fox Hill Road,,PA,Centre,United States,Agriculture
45c7213c-ee94-f111-b8dc-000d3a340c29,zs8zyeWYslR1WspHYJUM5txEcw58FclkP0mlGcVWitkqsyqadAbhDD6CU/PnpPVb/Qdx/Cm1Pz4k9zA4WKW6Cg==,2026-08-10 20:39:10,Chester County Protein Farms,,Downingtown,225 Horseshoe Pike,,PA,Chester,United States,Agriculture
41c7213c-ee94-f111-b8dc-000d3a340c29,E54u3YUqR87lNlCtWrm7qfo5SPY4E79E4TMWGHho3IUMY2jQ9oQHCf1nprfkN8DK4S5ALw55bXzWTT8Gm8L/SA==,2026-08-10 20:39:11,Dauphin County Farm Supply,,Harrisburg,301 Farmstead Lane,,PA,Dauphin,United States,Agriculture
769a61e1-135a-f111-a825-00224805f705,rsqOE/pVQvJnOQ2sH4z0mTXGtG7CzmvLcJytac38cbw5AxTzLzGW9Uog2Ku7Cu1G+LuRX6AEM0sx6UgOjP/KLA==,2026-08-10 20:48:25,Delmarva Protein Farms,(558) 3049829,Salisbury,905 Farm Market Road,,MD,Wicomico,United States,Agriculture
88cea450-cb0c-ea11-a813-000d3a1b1223,fvqhWWXzgc65MYhkfvxygfKscPgSenxgGLzq7c1I6LBelts0D+3au/SMmQ9KOeEy3wS6MgB6fZSWiIZNsuB6Ag==,2026-08-10 20:39:10,Garden State Egg Cooperative,(763) 7136502,Vineland,440 Poultry Lane,,NJ,Cumberland,United States,Agriculture
026dd086-125a-f111-a825-7ced8d711c90,2g/kcK77HW435dsEvH5JfB5XyLU9+v3TnwFb0ZKDutxbn5w6N8CZMq4Fn/jocA+DHJThxtWe+/4jANtvBcsAig==,2026-08-10 20:50:09,Shenandoah Valley Egg Producers,(684) 8411226,Harrisonburg,1190 Valley Pike,,VA,Rockingham,United States,Agriculture
